,tags_urgents,tags_featured,jobs_title,companies_name,companies_link,companies_calcifications,companies_locations_after,short_descriptions,how_longs
0,se precisa urgente,empleo destacado,asesor comercial contact center. 6 meses de exp en servicio al cliente. lunes a sábado,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","antioquia, itagüí","para ti, que eres un experto en las comunicaciones, en webhelp medellín estamos en la búsqueda de talento humano. ven...",hace 15 minutos
2,se precisa urgente,...,ejecutivo servicio al cliente/bogotá/presencial,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","bogotá, d.c., bogotá, d.c.","hola, ¡somos webhelp! el contact center donde tú estás primero. tenemos presencia en más de 55 países y somos una...",hace 15 minutos
3,...,...,representante de servicio al cliente y venta cruzada,organización servicios y asesorias s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-servicios-y-asesorias-sas-0330A167A59B45C0,"4,2","bogotá, d.c., bogotá, d.c.","se requiere asesores de servicio al cliente y venta cruzada para laborar en importante empresa de servicios de españa,...",hace 15 minutos
4,...,...,"call center bilingüe (sueldo de 3'200.000) servicio al cliente + 42 horas, 2 days off",atento s.a.,https://co.computrabajo.com/atento-sa,"4,1","bogotá, d.c., bogotá, d.c.","recuerda que la oferta laboral es presencial en bogota y es solo servico al cliente (nada de ventas, retenciones,...",hace 35 minutos
5,...,...,"bilingual agent (costumer service campaign, earn up to 3'200.000) 42 h, 2 days off",...,...,...,"bogotá, d.c., bogotá, d.c.","recuerda que la oferta laboral es presencial en bogota y es solo servico al cliente (nada de ventas, retenciones,...",hace 35 minutos
6,...,...,"call center bilingüe (sueldo de 3'200.000) servicio al cliente + 42 horas, 2 days off",atento s.a.,https://co.computrabajo.com/atento-sa,"4,1","bogotá, d.c., bogotá, d.c.","recuerda que la oferta laboral es presencial en bogota y es solo servico al cliente (nada de ventas, retenciones,...",hace 36 minutos
7,...,...,agente call center,consultores all jobs sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-consultores-all-jobs-sas-BFF74F0275B16578,...,"antioquia, medellín",importante empresa prestadora de servicios se encuentra en búsqueda de asesores contact center (call center) para...,hace 44 minutos
8,...,...,asesor de servicio al cliente,emtelco cx & bpo,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-emtelco-cxbpo-301DB1045D553975,"4,3","antioquia, medellín","bienvenido/a al proceso de selección para creador de experiencia servicio al cliente exito. actualmente, nuestro...",hace 46 minutos
9,se precisa urgente,empleo destacado,asesor comercial contact center. 6 meses de exp en servicio al cliente. lunes a sábado,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","antioquia, itagüí","para ti, que eres un experto en las comunicaciones, en webhelp medellín estamos en la búsqueda de talento humano. ven...",hace 46 minutos
12,...,...,asesor servicio al cliente en call center,comdata group,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-comdata-group-66BD34796378DC5A,"4,1","bogotá, d.c., bogotá, d.c.","importante multinacional de origen español, se encuentra en búsqueda de agentes call center para laborar en al área...",hace 49 minutos
13,...,...,auxiliar servicio al cliente /manejo de excel,manpower professional ltda,https://co.computrabajo.com/manpower,"4,4","bogotá, d.c., bogotá, d.c.",importante empresa del sector automotriz requiere de personal agente autolinea que cuente con habilidades en análisis...,hace 1 hora
14,se precisa urgente,empleo destacado,asesor de soporte técnico y servicio al cliente,teleperformance colombia,https://co.computrabajo.com/teleperformance,"4,3","antioquia, medellín",aplica a nuestra línea de ventas en telecomunicaciones. el salario de esta oferta está sujeto a un contrato de trabajo...,hace 1 hora
15,se precisa urgente,empleo destacado,"agente de servicio cliente call center técnico o tecnólogo, para compañía alkosto",...,...,...,"bogotá, d.c., bogotá, d.c.","bienvenidos al proceso de selección virtual de emtelco!!! importante empresa de contac center y bpo, requiere para su...",hace 1 hora
16,...,...,asistente de servicio al cliente,soluciones inmediatas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-soluciones-inmediatas--80278A6F3F0B3BB3,"4,2","atlántico, barranquilla",importante empresa de la ciudad de barranquilla requiere para su equipó de trabajo personal tecnólogo y/o profesional...,hace 1 hora
17,se precisa urgente,empleo destacado,agente call center te gusta el servicio al cliente es tu oportunidad,emtelco cx & bpo,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-emtelco-cxbpo-301DB1045D553975,"4,3","bogotá, d.c., bogotá, d.c.","bienvenidos al proceso de selección virtual de emtelco!!! importante empresa de contac center y bpo, requiere para su...",hace 1 hora
18,se precisa urgente,empleo destacado,asesor contact center con experiencia 3 meses en servicio al cliente,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","antioquia, medellín","en webhelp medellín te invitamos a volar. si te gusta ayudar a los usuarios a conocer otros horizontes, dar...",hace 1 hora
21,...,...,asesores servicio al cliente 6 meses de experiencia call,atento s.a.,https://co.computrabajo.com/atento-sa,"4,1","bogotá, d.c., bogotá, d.c.",quieres hacer parte de nuestro equipo de trabajo gran entidad esta en la búsqueda de asesores call center con...,hace 1 hora
22,...,...,profesional administrativo/va,...,...,...,"antioquia, medellín","empresa dedicada a las actividades de consultoría de gestión ubicada en medellín, requiere para su equipo de trabajo...",hace 1 hora
23,se precisa urgente,empleo destacado,asesor call center / servicio al cliente por call center,apex américa colombia,https://co.computrabajo.com/apex,...,"bogotá, d.c., bogotá, d.c.",importante multinacional bpo requiere para su equipo de trabajo asesores call center con experiencia en servicio al...,hace 1 hora
24,se precisa urgente,empleo destacado,ejecutivos de servicio al cliente //aerolinia//grandes comisiones//todo lo de ley,...,...,...,"risaralda, pereira","se busca personal con excelente presentación personal, trato al cliente y búsqueda de crecimiento personal y...",hace 1 hora
25,...,empleo destacado,eres auxiliar de enfermería culminado (graduado) y te gusta el servicio al cliente,...,...,...,"bogotá, d.c., bogotá, d.c.","importante empresa de contac center y bpo, requiere para su equipo de trabajo asesores call center y/o creadores de...",hace 1 hora
26,se precisa urgente,empleo destacado,2023 con empleo pereira//contrato inmediato//s a c// 1 mes de exp,...,...,...,"risaralda, pereira",salario a devengar: 1 smlv + 10% de variable los aspirantes deben ser mayores de edad y contar con bachillerato gardo...,hace 1 hora
27,se precisa urgente,empleo destacado,urgente asesero sac//contrato inmediato// 1 mes de exp,...,...,...,"risaralda, pereira",salario a devengar: 1 smlv + 10% de variable los aspirantes deben ser mayores de edad y contar con bachillerato gardo...,hace 1 hora
28,...,empleo destacado,cumples con 6 meses de experiencia en call center y te apasiona el servicio al cliente!!,emtelco cx & bpo,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-emtelco-cxbpo-301DB1045D553975,"4,3","bogotá, d.c., bogotá, d.c.",importante empresa de telecomunicaciones esta en busca de agentes call center y/o creadores de experiencia para...,hace 1 hora
29,...,...,coordinador de servicio al cliente,...,...,...,"bogotá, d.c., bogotá, d.c.",importante empresa del sector requiere para su equipo de trabajo técnico en carreras relacionadas en servicio al...,hace 1 hora
30,...,...,asesor de servicio al cliente,ventas y servicios s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-ventas-y-servicios-sa-943BBEC384C1FB89,"4,1","antioquia, medellín",reconocida empresa requiere para su equipo de trabajo persona con experiencia de 6 meses en areas de servicio al...,hace 1 hora
31,...,empleo destacado,asesor comercial contact center. 6 meses de exp en servicio al cliente. lunes a sábado,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","antioquia, itagüí","para ti, que eres un experto en las comunicaciones, en webhelp medellín estamos en la búsqueda de talento humano. ven...",hace 1 hora
32,...,empleo destacado,asesor contact center con experiencia 3 meses en servicio al cliente,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","antioquia, medellín","en webhelp medellín te invitamos a volar. si te gusta ayudar a los usuarios a conocer otros horizontes, dar...",hace 1 hora
33,...,...,asesor de servicio al cliente,emtelco cx & bpo,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-emtelco-cxbpo-301DB1045D553975,"4,3","antioquia, medellín","bienvenido/a al proceso de selección para creador de experiencia servicio al cliente exito. actualmente, nuestro...",hace 1 hora
36,...,empleo destacado,asesor call center servicio al cliente con experiencia,...,...,...,"bogotá, d.c., bogotá, d.c.",importante empresa decontact center ubicada en la ciudad bogotásolicita personal con experiencia en call center desde...,hace 2 horas
37,se precisa urgente,empleo destacado,asesor de servicio al cliente,teleperformance colombia,https://co.computrabajo.com/teleperformance,"4,3","antioquia, medellín",aplica a nuestra línea de servicioal cliente el salario de esta oferta está sujeto a un contrato de trabajo de pago...,hace 2 horas
38,...,...,asesor servicio al cliente/estudiantes nocturnos,adecco colombia s.a.,https://co.computrabajo.com/adecco-colombia-sa,"4,3","bogotá, d.c., bogotá, d.c.","¿estás buscando un lugar de trabajo donde puedas crecer, aprender y tener estabilidad laboral? ¿tienes un nivel...",hace 2 horas
39,...,empleo destacado,asesor servicio al cliente bilingüe trabaja en casa con dos días off,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","bogotá, d.c., bogotá, d.c.","proceso inmediato ¡haz parte del mejor equipo, desde casa! somos una multinacional que se preocupa de tu seguridad y...",hace 2 horas
40,se precisa urgente,empleo destacado,asesor servicio al cliente call center,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","antioquia, medellín","si acabas de culminar tus estudios y quieres comenzar tu vida laboral, ¡en webhelp medellín puedes iniciar! ven y...",hace 2 horas
41,...,...,gran oportunidad laboral bachilleres con experiencia de 6 meses en servicio al cliente chat,...,...,...,"bogotá, d.c., bogotá, d.c.","importante entidad se encuentra en búsqueda de agentes servicio al cliente, con experiencia en servicio al cliente...",hace 2 horas
42,...,...,bachilleres con experiencia de 6 meses en servicio al cliente chat financiero,...,...,...,"bogotá, d.c., bogotá, d.c.","importante entidad se encuentra en búsqueda de agentes servicio al cliente, con experiencia en servicio al cliente...",hace 2 horas
43,...,empleo destacado,asesor de citas y servicio al cliente bachiller 5 meses de experiencia,americas business process services s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-americas-business-process-services-sa-91510608568F42DD,"4,2","bogotá, d.c., bogotá, d.c.","somos un importante bpo y nos encontramos en busca de personal apasionado, con alto nivel de responsabilidad,...",hace 2 horas
44,...,...,asesor servicio al cliente chat / sac fondo de pensiones / agendamiento,...,...,...,"bogotá, d.c., bogotá, d.c.",importante empresa del sector call center bpo requiere parta su equipo asesores comerciales funciones: servicio y...,hace 2 horas
45,...,...,auxiliares administrativos experiencia 6 meses servicio al cliente financiero horarios de oficina,...,...,...,"bogotá, d.c., bogotá, d.c.","importante entidad se encuentra en búsqueda de agentes servicio al cliente, con experiencia en servicio al cliente...",hace 2 horas
46,...,...,"gran oferta laboral, trabajo si hay !!tecnicos o tecnologos experiencia de 1 mes servicio al cliente",...,...,...,"bogotá, d.c., bogotá, d.c.",importante entidadinternacional se encuentra en búsqueda de agentes para contratación inmediata que cuenten con los...,hace 2 horas
48,se precisa urgente,empleo destacado,asesores con y sin experiencia servicio al cliente y comercial urgente posibilidad de trabajar en casa,brm s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-brm-sa-4DCC74DABA912D25,"4,0","antioquia, medellín","¡atención medellin, nada mejor que terminar el año con empleo! no tienes experiencia ¡ anímate este es tu momento de...",hace 2 horas
49,...,...,agente telefónico servicio al cliente,persom s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-persom-sas-B9611C4E4431CB92,"4,1","bogotá, d.c., bogotá, d.c.","sabemos que buscas estabilidad y crecimiento laboral, esta es una oportunidad para ti. desde persom sas, te brindamos...",hace 2 horas
50,...,...,"oportunidad laboral!! agente servicio al cliente ingles avanzado b2+ bogota no requieres experiencia,40 o 42 hrs semanales, 2 dias off!! bono de contratacion !",concentrix,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-concentrix-BF885715B9C5C957,"4,3","bogotá, d.c., bogotá, d.c.","grande multinacional certificada, ubicada en la ciudad de bogotá busca personas bilingues que les interese el servicio...",hace 2 horas
52,...,empleo destacado,asesor contact center con experiencia 3 meses en servicio al cliente,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","antioquia, medellín","en webhelp medellín te invitamos a volar. si te gusta ayudar a los usuarios a conocer otros horizontes, dar...",hace 2 horas
53,...,...,"asesor, cajeros, servicio al cliente para buga",activos s a s,https://co.computrabajo.com/activos,"4,2","valle del cauca, buga","importante entidad financiera con reconocimiento a nivel nacional, realiza convocatoria para las personas que cumplan...",hace 2 horas
54,...,...,"asesor, cajeros, servicio al cliente para buenaventura",activos s a s,https://co.computrabajo.com/activos,"4,2","valle del cauca, buenaventura","importante entidad financiera con reconocimiento a nivel nacional, realiza convocatoria para las personas que cumplan...",hace 2 horas
55,...,...,ejecutivo/a comercial servicio al cliente y ventas centros de experiencia,manpower professional ltda,https://co.computrabajo.com/manpower,"4,4","bogotá, d.c., bogotá, d.c.","prestigiosa compañía multinacional del sector de telecomunicaciones y tecnologia, requiere para su equipo de trabajo...",hace 3 horas
56,...,...,asesores integrales de servicio al cliente y venta / centro de experiencia / cavs / cde,manpower professional ltda,https://co.computrabajo.com/manpower,"4,4","bogotá, d.c., bogotá, d.c.","prestigiosa compañía multinacional del sector de telecomunicaciones, requiere para su equipo de trabajo asesores...",hace 3 horas
57,...,empleo destacado,asesores integrales de servicio al cliente y venta / centro de experiencia / cavs / cde,manpower professional ltda,https://co.computrabajo.com/manpower,"4,4","bogotá, d.c., bogotá, d.c.","prestigiosa compañía multinacional del sector de telecomunicaciones, requiere para su equipo de trabajo asesores...",hace 3 horas
58,se precisa urgente,empleo destacado,!asesor servicio al cliente call center cali!,...,...,...,"valle del cauca, cali",importante compañía de call center requiere para su equipo de trabajo asesores de servicio al cliente call center. que...,hace 3 horas
59,...,...,asesor servicio al cliente chat / sac fondo de pensiones,...,...,...,"bogotá, d.c., bogotá, d.c.",importante empresa del sector call center bpo requiere parta su equipo asesores comerciales funciones: servicio chat...,hace 3 horas
60,...,...,banco nacional/ contrato indefinido 1 mes de experiencia en ventas o servicio al cliente,...,...,...,"bogotá, d.c., bogotá, d.c.","buscamos asesores comerciales para línea de ventas de créditos preaprobados, personal con 1 meses de experiencia en...",hace 3 horas
61,...,empleo destacado,asesor contact center con experiencia 3 meses en servicio al cliente,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","antioquia, medellín","en webhelp medellín te invitamos a volar. si te gusta ayudar a los usuarios a conocer otros horizontes, dar...",hace 3 horas
62,...,...,"auxiliar punto de venta, produccion, servicio al cliente o comercial/ con o sin experiencia",multiempleos s.a.,https://co.computrabajo.com/multiempleos,"4,2","bogotá, d.c., bogotá, d.c.","importante empresa del sector de alimentos requiere para su equipo de trabajo auxiliar de producción, auxiliar punto...",hace 3 horas
63,...,...,asesor chat y redes sociales,...,...,...,"bogotá, d.c., bogotá, d.c.",importante empresa financiera solicita asesores de servicio al cliente y ventasmulticanal que cuenten con: estudios:...,hace 3 horas
64,se precisa urgente,empleo destacado,agente de servicio al cliente bilingüe (nsp),solvo s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-solvo-sas-4E09BFC9BDD72665,...,"antioquia, medellín",¿qué más pues? mirá que en solvo global buscamos personas como vos para trabajar con uno de nuestros grandes clientes...,hace 3 horas
65,...,...,bachiller con o sin experiencia (agente call servicio al cliente) posibilidad teletrabajo,...,...,...,"antioquia, medellín","reconocida empresa del país en bpo y marketing digital en medellín, labor presencial requiere para su equipo de...",hace 3 horas
66,...,empleo destacado,gran convocatoria con o sin experiencia (agente call servicio al cliente),...,...,...,"antioquia, medellín","reconocida empresa del país en bpo y marketing digital en medellín, labor presencial requiere para su equipo de...",hace 3 horas
67,se precisa urgente,empleo destacado,bachiller con o sin experiencia (agente call servicio al cliente) posibilidad teletrabajo,...,...,...,"valle del cauca, cali","reconocida empresa del país en bpo y marketing digital en cali, labor presencial requiere para su equipo de trabajo...",hace 3 horas
68,se precisa urgente,empleo destacado,"oportunidad laboral!! agente servicio al cliente ingles avanzado b2+ bogota no requieres experiencia,40 o 42 hrs semanales, 2 dias off!! bono de contratacion 2m! (posibilidad work at home )",concentrix,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-concentrix-BF885715B9C5C957,"4,3","bogotá, d.c., bogotá, d.c.","grande multinacional certificada, ubicada en la ciudad de bogotá busca personas bilingues que les interese el servicio...",hace 3 horas
69,...,...,"oportunidad laboral!! agente servicio al cliente ingles avanzado b2+ bogota no requieres experiencia,40 o 42 hrs semanales, 2 dias off!! bono de contratacion !",concentrix,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-concentrix-BF885715B9C5C957,"4,3","bogotá, d.c., bogotá, d.c.","grande multinacional certificada, ubicada en la ciudad de bogotá busca personas bilingues que les interese el servicio...",hace 3 horas
70,...,empleo destacado,asesor comercial contact center. 6 meses de exp en servicio al cliente. lunes a sábado,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","antioquia, itagüí","para ti, que eres un experto en las comunicaciones, en webhelp medellín estamos en la búsqueda de talento humano. ven...",hace 3 horas
71,...,...,agente call center,organización servicios y asesorias s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-servicios-y-asesorias-sas-0330A167A59B45C0,"4,2","bogotá, d.c., bogotá, d.c.",importante y reconocido periódicose encuentra en búsqueda de personal (masculino y femenino) para el cargo decall...,hace 3 horas
72,...,...,contratación inmediata / sin experiencia / bachiller en adelante/ banco nacional,...,...,...,"bogotá, d.c., bogotá, d.c.",importante empresa del sector requiere para su equipo asesor comercial requisitos - bachiller en adelante - sin...,hace 4 horas
73,...,...,auxiliares administrativos//servicio al cliente chat//horarios de oficina,...,...,...,"bogotá, d.c., bogotá, d.c.",importante empresa requiere para contratación inmediata asesores comerciales para brindar servicio al cliente a los...,hace 4 horas
74,...,...,asesor servicio al cliente/ sac fondo de pensiones / sin experiencia,...,...,...,"bogotá, d.c., bogotá, d.c.",importante empresa del sector call center bpo requiere parta su equipo asesores comerciales funciones: servicio y...,hace 4 horas
75,...,...,asesor servicio al cliente chat / sac fondo de pensiones,...,...,...,"bogotá, d.c., bogotá, d.c.",importante empresa del sector call center bpo requiere parta su equipo asesores comerciales funciones: servicio chat...,hace 4 horas
76,se precisa urgente,empleo destacado,"oportunidad laboral!! agente servicio al cliente ingles avanzado b2+ bogota no requieres experiencia,40 o 42 hrs semanales, 2 dias off!! bono de contratacion !",concentrix,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-concentrix-BF885715B9C5C957,"4,3","bogotá, d.c., bogotá, d.c.","grande multinacional certificada, ubicada en la ciudad de bogotá busca personas bilingues que les interese el servicio...",hace 4 horas
77,...,empleo destacado,asesor comercial contact center. 6 meses de exp en servicio al cliente. lunes a sábado,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","antioquia, itagüí","para ti, que eres un experto en las comunicaciones, en webhelp medellín estamos en la búsqueda de talento humano. ven...",hace 4 horas
78,...,...,servicio al cliente // pqrs / contrato a termino indefinido / bachilleres,...,...,...,"bogotá, d.c., bogotá, d.c.","importante empresa multinacional requiere personal con experiencia en servicio al cliente, backoffice y/o pqrs, para...",hace 4 horas
79,...,...,call center bilingüe banco estadounidense. servicio al cliente. nivel b2. no ventas ni retenciones.,atento s.a.,https://co.computrabajo.com/atento-sa,"4,1","bogotá, d.c., bogotá, d.c.","oferta laboral para bogotá acesor de servicio al cliente funciones: servicio al cliente (facturación, información...",hace 4 horas
80,se precisa urgente,empleo destacado,asesor/a servicio al cliente desde bachillerato,konecta,https://co.computrabajo.com/konecta,"4,2","antioquia, medellín","¡tú tienes el talento k!, te queremos a ti! siente el feeling de pertenecer a una compañía con propósito que busca...",hace 4 horas
81,se precisa urgente,empleo destacado,asesor/a servicio al cliente desde bachiller ¡formación paga!,konecta,https://co.computrabajo.com/konecta,"4,2","antioquia, medellín","¡tú tienes el talento k!, te queremos en nuestro equipo!una empresa donde tu talento y pasión se transforman en...",hace 4 horas
82,...,...,asesor de servicio al cliente con oportunidad de trabajo en casa,emtelco cx & bpo,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-emtelco-cxbpo-301DB1045D553975,"4,3","antioquia, medellín",somos una empresa de cx & bpo enfocada en el cocrear la experiencia del servicio a través de la generación de momentos...,hace 5 horas
83,...,...,"oportunidad laboral!! agente servicio al cliente ingles avanzado b2+ bogota no requieres experiencia,40 o 42 hrs semanales, 2 dias off!! bono de contratacion !",concentrix,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-concentrix-BF885715B9C5C957,"4,3","bogotá, d.c., bogotá, d.c.","grande multinacional certificada, ubicada en la ciudad de bogotá busca personas bilingues que les interese el servicio...",hace 5 horas
84,...,empleo destacado,asesor comercial contact center. 6 meses de exp en servicio al cliente. lunes a sábado,webhelp colombia,https://co.computrabajo.com/webhelpcolombia,"4,3","antioquia, itagüí","para ti, que eres un experto en las comunicaciones, en webhelp medellín estamos en la búsqueda de talento humano. ven...",hace 5 horas
85,se precisa urgente,...,representante de servicio al cliente y venta cruzada,organización servicios y asesorias s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-servicios-y-asesorias-sas-0330A167A59B45C0,"4,2","bogotá, d.c., bogotá, d.c.","importante multinacional endesa, s. a., requiere asesores de servicio al cliente y venta cruzada para laborar en...",hace 5 horas
86,...,...,cajeros para trabajar como asesor de call center servicio al cliente,multiempleos s.a.,https://co.computrabajo.com/multiempleos,"4,2","bogotá, d.c., bogotá, d.c.","importante empresa requiere asesor de servicio al cliente contact center, con la finalidad de atender y resolver los...",hace 5 horas
87,...,empleo destacado,eres auxiliar de enfermería culminado (graduado) y te gusta el servicio al cliente,...,...,...,"bogotá, d.c., bogotá, d.c.","bienvenidos al proceso de selección virtual de emtelco!!! importante empresa de contac center y bpo, requiere para su...",hace 5 horas
88,se precisa urgente,empleo destacado,urgente representantes de servicio al cliente para importante línea de call center,...,...,...,"antioquia, medellín","¿te apasiona dar lo mejor de ti y entregar siempre soluciones oportunas? buscamos tu talento y si estás aquí, es...",hace 5 horas
89,se precisa urgente,empleo destacado,asesor servicio al cliente,atlantic quantum innovations,https://co.computrabajo.com/atlanticqi,"4,3","bogotá, d.c., bogotá, d.c.","¿buscas crecimiento profesional y/o personal, estabilidad laboral, buen ambiente de trabajo y excelentes beneficios?...",hace 5 horas
90,se precisa urgente,empleo destacado,asesor/a servicio al cliente proceso inmediato,konecta,https://co.computrabajo.com/konecta,"4,2","antioquia, medellín","¡tú tienes el talento k!, te queremos a ti! siente el feeling de pertenecer a una compañía con propósito que busca...",hace 5 horas
91,...,...,aprendiz en etapa electiva áreas administrativas o servicio al cliente urgente bogota,prosegur gestion de activos colombia sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-prosegur-gestion-de-activos-colombia-sas-D0D3DFD4185124AA,"4,3","bogotá, d.c., bogotá, d.c.","requerimos estudiantestécnicos o tecnólogos en áreas administrativas, archivo y documentación que estén en etapa...",hace 6 horas
92,...,...,"oportunidad laboral!! agente servicio al cliente ingles avanzado b2+ bogota no requieres experiencia,40 o 42 hrs semanales, 2 dias off!! bono de contratacion !",concentrix,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-concentrix-BF885715B9C5C957,"4,3","bogotá, d.c., bogotá, d.c.","grande multinacional certificada, ubicada en la ciudad de bogotá busca personas bilingues que les interese el servicio...",hace 6 horas
93,...,...,agente call center,americas business process services s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-americas-business-process-services-sa-91510608568F42DD,"4,2","valle del cauca, cali","americas bps, empresa con mas de 18 años en el mercado colombiano, busca para su equipo agentes call center en...",hace 6 horas
94,...,...,banco nacional/ contrato indefinido 1 mes de experiencia en ventas o servicio al cliente,...,...,...,"bogotá, d.c., bogotá, d.c.","buscamos asesores comerciales para línea de ventas de créditos preaprobados, personal con 1 meses de experiencia en...",hace 6 horas
95,se precisa urgente,...,asesor servicio al cliente,...,...,...,"valle del cauca, cali",gran oportunidad estamos en búsqueda de tu talento como asesor servicio al cliente con o sin experiencia en ventas...,hace 6 horas
96,se precisa urgente,empleo destacado,asesor/a servicio al cliente call center contrato inmediato aplican desde bachilleres,konecta,https://co.computrabajo.com/konecta,"4,2","antioquia, medellín","que el sueño de la casita propia, de graduarte de profesional, de viajar y conocer el mundo y de tener estabilidad...",hace 6 horas
97,se precisa urgente,empleo destacado,asesor/a servicio al cliente call center,konecta,https://co.computrabajo.com/konecta,"4,2","bogotá, d.c., bogotá, d.c.","tenemos un propósito que nos #konecta nos llena de orgullo servir y tener la capacidad de escuchar, entender, generar...",hace 6 horas
98,...,empleo destacado,agente call center,americas business process services s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-americas-business-process-services-sa-91510608568F42DD,"4,2","valle del cauca, cali","americas bps, empresa con mas de 18 años en el mercado colombiano, busca para su equipo agentes call center en...",hace 6 horas
100,...,...,asesor/a servicio al cliente call center,konecta,https://co.computrabajo.com/konecta,"4,2","bogotá, d.c., bogotá, d.c.","tenemos un propósito que nos #konecta nos llena de orgullo servir y tener la capacidad de escuchar, entender, generar...",hace 6 horas
101,se precisa urgente,empleo destacado,asesor servicio al cliente sector salud,konecta,https://co.computrabajo.com/konecta,"4,2","bogotá, d.c., bogotá, d.c.","si has llegado al nivel de escuchar la cantaleta de tu mamá o papá sin responder, esta es tu oportunidad de...",hace 6 horas
102,se precisa urgente,empleo destacado,asesor/a servicio al cliente call center lunes a sabado,konecta,https://co.computrabajo.com/konecta,"4,2","antioquia, medellín","¡tú tienes el talento k!, te queremos en nuestro equipo!una empresa donde tu talento y pasión se transforman en...",hace 6 horas
103,se precisa urgente,empleo destacado,asesor/a call center servicio al cliente excelentes pagos!,konecta,https://co.computrabajo.com/konecta,"4,2","bogotá, d.c., bogotá, d.c.","ni netflix podría darte tantas historias de acción, drama y comedia como esta empresa. ¿qué dices? tú, konecta…...",hace 7 horas
104,se precisa urgente,empleo destacado,asesor/a call center servicio al cliente,konecta,https://co.computrabajo.com/konecta,"4,2","bogotá, d.c., bogotá, d.c.","ni netflix podría darte tantas historias de acción, drama y comedia como esta empresa. ¿qué dices? tú, konecta…...",hace 7 horas
105,...,...,auxiliar de servicio al cliente,ocupar temporales s.a.,https://co.computrabajo.com/ocupartemporales,"4,2","valle del cauca, cali",importante empresa de ingenieria se encuentra en la busqueda de bachiiler o tecnico para laborar como auxiliar de...,hace 7 horas
106,...,empleo destacado,agente call center servicio al cliente,...,...,...,"bogotá, d.c., bogotá, d.c.",¿eres empatic@ y te gusta escuchar a la gente?pues tu momento ha llegado! importante empresa del sector bpo se...,hace 8 horas
107,...,empleo destacado,asesor/a servicio al cliente comercial y cobranza,...,...,...,"bogotá, d.c., bogotá, d.c.",¡¡no somos agencia de empleo!! *contrato directo con la compañía* ¡te brindamos estabilidad laboral! para participar...,hace 8 horas
108,...,empleo destacado,agente call center servicio al cliente comerciales o cobranza,...,...,...,"bogotá, d.c., bogotá, d.c.","importante empresa del sector bpo, se encuentra en busqueda de personal para call center en diferentes funciones ...",hace 8 horas
109,...,empleo destacado,agente call center comercial servicio al cliente cobranza ventas,customer operation succes s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-colombian-outsourcing-solutions-179061CB3900564C,"3,8","bogotá, d.c., bogotá, d.c.",importante empresa del sector bpo se encuentra en búsqueda de personal para call center atención y servicio al...,hace 8 horas
110,...,empleo destacado,bachiller asesor servicio al cliente y cobranza,...,...,...,"bogotá, d.c., bogotá, d.c.","importante empresa del sector de telecomunicaciones se encuentra en búsqueda de. -bachiller, técnicos, tecnólogos -6...",hace 8 horas
111,...,...,"jornada de empleo auxiliares de cocina, servicio al cliente y oficios varios",...,...,...,"antioquia, medellín","importante empresa requiere personal con mínimo 6 meses de experiencia en cargos relacionados con atención al cliente,...",hace 8 horas
