,tags_urgents,tags_featured,jobs_title,companies_name,companies_link,companies_calcifications,companies_locations_after,short_descriptions,how_longs
0,...,...,aprendiz administrativo o logístico (pereira),emtelco cx & bpo,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-emtelco-cxbpo-301DB1045D553975,"4,3","risaralda, pereira","si eres una persona dinámica y enérgica, queremos que hagas parte de nuestra gran familia emtelco; debes demostrar tus...",hace 21 minutos
1,...,...,aprendiz administrativo o logístico (armenia),emtelco cx & bpo,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-emtelco-cxbpo-301DB1045D553975,"4,3","quindio, armenia","si eres una persona dinámica y enérgica, queremos que hagas parte de nuestra gran familia emtelco; debes demostrar tus...",hace 21 minutos
2,...,...,aprendiz administrativo o logístico (cartago),emtelco cx & bpo,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-emtelco-cxbpo-301DB1045D553975,"4,3","valle del cauca, cartago","si eres una persona dinámica y enérgica, queremos que hagas parte de nuestra gran familia emtelco; debes demostrar tus...",hace 21 minutos
3,...,...,auxiliar logistico,mision temporal,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-mision-temporal-61A976259EF1887C,"4,3","cundinamarca, facatativá","importante compañía multinacional dedicada a la fabricación y venta de productos de belleza y cosméticos, necesita...",hace 21 minutos
4,...,...,auxiliar logístico,mision empresarial s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-mision-empresarial-sa-BFC82CBE99C9A6C7,"4,1","valle del cauca, yumbo","importante empresa industrial ubicada en yumbo, requiere para su grupo de trabajo auxiliar logístico, técnico y/o...",hace 21 minutos
5,...,...,auxiliar logístico,staffing de colombia,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-staffing-de-colombia-42FF03AC67F788D1,"4,3","bogotá, d.c., bogotá, d.c.",importante y reconocida empresa del sector de logística y transporte requiere para su equipo de trabajo auxiliares de...,hace 21 minutos
6,...,...,auxiliar logístico empresas de alimentos o a fines,alianza temporal s.a.s,https://co.computrabajo.com/alianzatemporal,"4,1","cundinamarca, madrid",importante empresa de producción de alimentos requiere para su equipo de trabajo un auxiliar logístico bachiller con...,hace 21 minutos
7,...,...,asistente de logística,grupo alianza,https://co.computrabajo.com/grupoalianza,"4,0","bogotá, d.c., bogotá, d.c.","importantecompañía de trabajo ubicada en el centro de la ciudad, requiere para su equipo de trabajoasistente de de...",hace 21 minutos
8,...,...,aprendiz administrativo o logístico (manizales),emtelco cx & bpo,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-emtelco-cxbpo-301DB1045D553975,"4,3","caldas, manizales","si eres una persona dinámica y enérgica, queremos que hagas parte de nuestra gran familia emtelco; debes demostrar tus...",hace 52 minutos
9,...,...,coordinador logístico,ocupar temporales s.a.,https://co.computrabajo.com/ocupartemporales,"4,2","antioquia, medellín","se requiere personal con titulación tecnica o tecnologa en áreas logísticas, mínimo seis meses de experiencia en áreas...",hace 52 minutos
10,...,...,auxiliar de logistica,adecco colombia s.a.,https://co.computrabajo.com/adecco-colombia-sa,"4,3","cundinamarca, funza","importante compañía del sector moda. requiere para su equipo de trabajo auxiliar logistico, para trabajar en cedi....",hace 52 minutos
11,...,empleo destacado,técnologo en mercadeo,dar ayuda temporal,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-dar-ayuda-temporal-2E134E3F93C933CB,"4,3","bogotá, d.c., bogotá, d.c.","importante empresa del sector de ingeniería industrial avanzado y metalmecánico, lideres en manufactura industrial,...",hace 52 minutos
12,...,...,"logisticos con o sin experiencia para bello, itagui, medellin",activos s a s,https://co.computrabajo.com/activos,"4,2","antioquia, medellín",reconocida empresa colombiana dedicada a la producción y expendio de bebidas solicita de manera urgente logísticos...,hace 52 minutos
13,...,...,técnicos en logística,multiempleos s.a.,https://co.computrabajo.com/multiempleos,"4,2","antioquia, sabaneta",importante empresa transporte requiere para su equipo de trabajo auxiliar operativo con experiencia mínima de un año...,hace 52 minutos
14,se precisa urgente,empleo destacado,auxiliar de bodega,staffing de colombia,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-staffing-de-colombia-42FF03AC67F788D1,"4,3","valle del cauca, cali",importante empresa requiere para su equipo de trabajo asistente logístico con experiencia de 1 año en atender y...,hace 52 minutos
15,...,empleo destacado,operario logistico,jiro s.a.,https://co.computrabajo.com/jiro,"4,3","antioquia, medellín","importante empresa del sector cosetico ubicada al sur de la ciudad, require para su equipo de trabajo bachiller con...",hace 1 hora
16,...,...,supervisor logistico,dar ayuda temporal,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-dar-ayuda-temporal-2E134E3F93C933CB,"4,3","antioquia, medellín","funciones: liderarla operación de multilogistica, cross docking, distribución e inventario, manejo de bases de datos,...",hace 1 hora
17,...,empleo destacado,auxiliar logístico,suministramos recursos humanos temporales sumitemp s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-suministramos-recursos-humanos-temporales-sumitemp-sas-82FC704B48D85533,"4,3","antioquia, copacabana",importante empresa del sector farmacéutico requiere para su equipo auxiliares de cedi con o sin experiencia ...,hace 1 hora
18,...,...,auxiliar logístico/inventarios,activos s a s,https://co.computrabajo.com/activos,"4,2","antioquia, medellín",empresa multinacional de lácteos esta en la búsqueda para su equipo personas con conocimientos en el área de logística...,hace 1 hora
19,...,...,personal con o sin experiencia para laborar como auxiliar logistico,mision empresarial s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-mision-empresarial-sa-BFC82CBE99C9A6C7,"4,1","antioquia, medellín","importante empresa del sector textil está en búsqueda de auxiliares logísticos sin experiencia, con buena actitud y...",hace 1 hora
20,...,...,"operarias de producción, logísticas , aux operativas o de bodega",nexarte servicios temporales s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-nexarte-servicios-temporales-sa-584B486BED116B1E,"4,2","bogotá, d.c., bogotá, d.c.",contratación inmediata - importante multinacional de alimentos requiere para contratación inmediata 150 operari@s de...,hace 1 hora
21,se precisa urgente,empleo destacado,"gran convocatoria laboral!! auxiliar logístico, bodega y producción sin experiencia",activos s a s,https://co.computrabajo.com/activos,"4,2","bogotá, d.c., bogotá, d.c.",respuesta inmediata se necesitan mas de 100 personas. importante empresa del país de alimentosrequiere para su equipo...,hace 2 horas
22,se precisa urgente,empleo destacado,auxiliares logísticos,mision empresarial s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-mision-empresarial-sa-BFC82CBE99C9A6C7,"4,1","antioquia, medellín","importante empresa del sector textil, ubicada en la tablaza, requiere auxiliares logísticos con mínimo 1 año de...",hace 2 horas
23,...,empleo destacado,"operarias de producción, logísticas , aux operativas o de bodega",nexarte servicios temporales s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-nexarte-servicios-temporales-sa-584B486BED116B1E,"4,2","bogotá, d.c., bogotá, d.c.",contratación inmediata - importante multinacional de alimentos requiere para contratación inmediata 150 operari@s de...,hace 2 horas
24,se precisa urgente,empleo destacado,montacarguista,soluciones inmediatas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-soluciones-inmediatas--80278A6F3F0B3BB3,"4,2","antioquia, la estrella",empresa de logística busca para su equipo de trabajo montacarguista . debe de contar con su curso de alturas y...,hace 2 horas
26,...,...,auxiliar logístico comercial,organización servicios y asesorias s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-servicios-y-asesorias-sas-0330A167A59B45C0,"4,2","valle del cauca, buenaventura","importante empresa de sector de mensajería, requiere auxiliares de bodegao auxiliar logistico con experiencia mínima...",hace 2 horas
27,...,...,supervisor de logística,proservis,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-proservis-1A71DB701224A077,"4,2","tolima, san sebastián de mariquita",importante empresa requiere para su equipo de trabajo supervisor de logística. *nivel de estudio: tecnólogo en...,hace 3 horas
28,...,...,convocatoria abierta,manpower professional ltda,https://co.computrabajo.com/manpower,"4,4","antioquia, medellín","preséntate! al edificio coltejer piso 8, el lunes 5 de diciembre a las 8:30 am o a las 2:00 pm, con hoja de vida,...",hace 3 horas
29,...,...,auxiliar logistico,dar ayuda temporal,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-dar-ayuda-temporal-2E134E3F93C933CB,"4,3","antioquia, medellín",tenemos una oferta laboral para ti! importante empresa de logística y mensajería se encuentra en la búsqueda de un...,hace 3 horas
30,se precisa urgente,empleo destacado,auxiliares logísticos gran oportunidad laboral para la ciudad de madrid,activos s a s,https://co.computrabajo.com/activos,"4,2","cundinamarca, madrid",prestigiosa empresa del sector floricultor requiere para su equipo de trabajo personasbachilleres con experiencia...,hace 3 horas
31,se precisa urgente,empleo destacado,analista logística y compras internacionales,multiempleos s.a.,https://co.computrabajo.com/multiempleos,"4,2","bogotá, d.c., bogotá, d.c.",importante empresa del sector requiere para su equipo de trabajo analista logística y compras internacionales:...,hace 3 horas
32,...,...,auxiliar logistico o de bodega,manpower professional ltda,https://co.computrabajo.com/manpower,"4,4","cundinamarca, tocancipá",empresa dedicada al sector logístico requiere bachiller con un año de experiencia certificada recientemente en...,hace 4 horas
33,...,...,auxiliar de ventas y logistico,dar ayuda temporal,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-dar-ayuda-temporal-2E134E3F93C933CB,"4,3","bogotá, d.c., bogotá, d.c.",importante empresa del sector de motos requiere de manera inmediata auxiliares de ventas y logisticos que cuenten con...,hace 4 horas
34,...,...,auxiliar de logistica,gi group colombia,https://co.computrabajo.com/gigroupcolombia,...,"huila, pitalito","importante empresa del sector de mensajería requiere personal para el cargo de auxiliar logístico, experiencia mínima...",hace 4 horas
35,...,...,coordinador logística junior,...,...,...,"santander, floridablanca",empresa del sector requiere para su equipo de trabajo coordinador logístico para cumplir funciones como:...,hace 4 horas
36,...,...,auxiliar logistico,suministramos recursos humanos temporales sumitemp s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-suministramos-recursos-humanos-temporales-sumitemp-sas-82FC704B48D85533,"4,3","atlántico, barranquilla",importante empresadel sector farmacéutico necesita para suequipo de trabajoauxiliar de bodega con mas de 6 meses de...,hace 4 horas
37,...,empleo destacado,auxiliar logístico con o sin experiencia funza,mision temporal,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-mision-temporal-61A976259EF1887C,"4,3","cundinamarca, funza","importante empresa del sector logistico requiere para su equipo de trabajo auxiliares de bodega con o sin experiencia,...",hace 5 horas
38,...,...,auxiliares logísticos administrativos,mision temporal,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-mision-temporal-61A976259EF1887C,"4,3","cundinamarca, funza",importanteempresade distribución a nivel nacional requiereauxiliares logisticos para trabajar en su sede en funza...,hace 5 horas
39,...,empleo destacado,operarios logísticos,...,...,...,"cundinamarca, funza","importante empresa solicita operarios logísticos sin experiencia, que vivan en funza, mosquera, madrid, bachilleres,...",hace 6 horas
40,...,...,operadores logísticos,mision temporal,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-mision-temporal-61A976259EF1887C,"4,3","cundinamarca, funza","reconocida empresa del sector logístico requiere operadores logisticos, para trabajar en su sede en funza requisitos:...",hace 6 horas
41,...,...,auxiliar logístico montevideo,complementos humanos,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-complementos-humanos-20DDCDF8A8BEDA1B,"4,3","bogotá, d.c., bogotá, d.c.",importante compañía nacional requiere para su equipo de trabajo bachilleres con o sin experiencia en sector logístico....,hace 6 horas
42,...,empleo destacado,auxiliar de logistica ó distribucion,proservis,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-proservis-1A71DB701224A077,"4,2","cundinamarca, funza",importante multinacional reconocida requiere personal para el cargo auxiliar de losgistica u transporte requisitos:...,hace 6 horas
43,...,empleo destacado,"gran jornada de empleos para cargos del sector operativo, logístico, conducción, construcción",...,...,...,"valle del cauca, cali","la agencia pública de empleo de comfenalco valle en apoyo a una de sus empresas clientes, te invita a participar de la...",hace 6 horas
44,...,empleo destacado,operario logístico,colombiana de comercio corbeta s.a. /alkosto,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-colombiana-de-comercio-corbeta-sa-59DAE936A5B4E8C5,"4,5","antioquia, medellín",akt motos requiere para su equipo de trabajo personal bachiller y con experiencia en procesos de despacho de producto...,hace 6 horas
45,...,...,practicante información logística,d1 s a s,https://co.computrabajo.com/d1,"4,3","antioquia, medellín","estudiantes de ing. industrial, ing de sistemas o ingde logística de últimos semestres que cuenten con el aval de la...",hace 6 horas
46,...,empleo destacado,"operador agrícola, producción, logístico","gestion de recursos temporales s.a.s. ""gr temporales s.a.s.""",https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-gestion-de-recursos-temporales-sas-gr-temporales-sas-30845FB44281647B,"4,1","antioquia, rionegro","empresa de producción ubicada en guarne, requiere para su equipo de trabajo, operarios de producción sin experiencia...",hace 6 horas
47,...,...,urgente auxiliar de logístico,suministramos recursos humanos temporales sumitemp s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-suministramos-recursos-humanos-temporales-sumitemp-sas-82FC704B48D85533,"4,3","cundinamarca, funza",importante empresa dedicada a la fabricación y venta de productos de cuidado personal y productos para el hogar se...,hace 6 horas
48,...,...,auxiliar logístico,gente util s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-gente-util-sa-EC1BB2AE8DDC6DF6,"4,4","bogotá, d.c., bogotá, d.c.",importante empresa del sector de cerámicas y pisos se encuentra en la búsqueda de personal para laboral como operario...,hace 7 horas
49,...,empleo destacado,"operador agrícola, producción, logístico","gestion de recursos temporales s.a.s. ""gr temporales s.a.s.""",https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-gestion-de-recursos-temporales-sas-gr-temporales-sas-30845FB44281647B,"4,1","antioquia, guarne","empresa de producción ubicada en guarne, requiere para su equipo de trabajo, operarios de producción sin experiencia...",hace 7 horas
50,...,...,auxiliar logistico ruta,alianza temporal s.a.s,https://co.computrabajo.com/alianzatemporal,"4,1","bogotá, d.c., bogotá, d.c.",importante empresa líder en el sector logístico requiere para su equipo de trabajo personal bachiller con mínimo un...,hace 7 horas
51,...,...,urgente auxiliar de logístico,suministramos recursos humanos temporales sumitemp s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-suministramos-recursos-humanos-temporales-sumitemp-sas-82FC704B48D85533,"4,3","cundinamarca, el rosal",importante empresa dedicada a la fabricación y venta de productos de cuidado personal y productos para el hogar se...,hace 7 horas
52,...,empleo destacado,auxiliar logistico,jerónimo martins colombia sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-jeronimo-martins-colombia-sas-81967659A147CC7A,"4,5","córdoba, cereté",en tiendas ara nuestro propósito es democratizar alimentos de calidad para que estén al alcance de todos los...,hace 7 horas
53,...,empleo destacado,analista logístico:,...,...,...,"antioquia, medellín","importante empresa del sector servicios busca tecnólogo en logística, administrativas o afines, conocimiento en...",hace 7 horas
54,...,empleo destacado,operario de logística,...,...,...,"antioquia, la estrella",se requiere de un hombres entre los 25 y los 40 años con experiencia mínimo de 2 años en procesos logísticos como...,hace 7 horas
55,...,...,auxiliar logístico,summar temporales sas,https://co.computrabajo.com/summar,"4,2","valle del cauca, cali",importante empresa del sector requiere para su equipo de trabajo personal masculino para ocupar el cargo como auxiliar...,hace 7 horas
56,...,...,auxiliar logistico,hq5 s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-hq5-sas-46A903EA03D428B3,"3,5","bogotá, d.c., bogotá, d.c.","importante empresa del sector de tecnologica requiere un auxiliar logistico,tecnico tecnologo en programas...",hace 8 horas
57,...,...,auxiliar logístico de eventos,...,...,...,"valle del cauca, cali","auxiliar logístico de eventos - contratación inmediata. empresa: recocida empresa del sector de eventos, busca...",hace 8 horas
58,...,...,asistente de servicio al cliente con experiencia sector logistico,hq5 s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-hq5-sas-46A903EA03D428B3,"3,5","bogotá, d.c., bogotá, d.c.",empresa busca personal para analista deservicio al cliente mujer en zona industrial puente aranda educación en:...,hace 8 horas
59,...,...,jefe logístico,proservis,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-proservis-1A71DB701224A077,"4,2","bolívar, cartagena de indias","se requiere ingeniero industrial, ingeniero productividad y calidad, administrador de empresas o economista,...",hace 8 horas
60,...,...,auxiliar logistico,summar temporales sas,https://co.computrabajo.com/summar,"4,2","valle del cauca, palmira",se solicita auxiliares logísticos con experiencia de 6 meses en labores de cargue y descargue. pueden vivir en...,hace 8 horas
61,...,empleo destacado,coordinador logistico,espacio y mercadeo s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-espacio-y-mercadeo-sas-991CD8400E7170D4,"4,0","bogotá, d.c., bogotá, d.c.",importante almacén de cadena necesita para su equipo de trabajo coordinador de alturas para realizar apoyo a...,hace 8 horas
62,...,...,operario logístico,redes humanas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-redes-humanas-sa-ECA909969518720F,"4,2","antioquia, medellín","importante empresa del sector logístico requiere operador logístico con conocimientos en picking y packing, manejo de...",hace 8 horas
63,...,...,auxiliar logístico / auxiliar de almacén,logistica laboral s.a.s.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-logistica-laboral-sas-C5CD5BCC5BF121BC,"4,2","antioquia, medellín",importante empresa de la ciudad requiere para su equipo de trabajo auxiliar logístico / auxiliar de almacéncon...,hace 8 horas
64,...,...,analista de operaciones profesional ingeniero industrial/ producción/ logística,saitemp s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-saitemp-sa--5D4DE350C4750C64,"4,2","antioquia, medellín",importante empresa requiere para su equipo de trabajo analista de operaciones que se encargue de: • controlar...,hace 8 horas
65,...,...,urgente auxiliar de logístico,suministramos recursos humanos temporales sumitemp s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-suministramos-recursos-humanos-temporales-sumitemp-sas-82FC704B48D85533,"4,3","cundinamarca, madrid",importante empresa dedicada a la fabricación y venta de productos de cuidado personal y productos para el hogar se...,hace 8 horas
66,se precisa urgente,empleo destacado,técnico en logística para medellín,t&s temservice s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-ts-temservice-sas-6A5CE98DE2C370B0,"4,1","antioquia, medellín","reconocida empresa del área logística, requiere para su equipo de trabajo, técnico en logística, con conocimientos,...",hace 8 horas
67,...,empleo destacado,coordinador logística y transporte,grupo excomin,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-ci-excomin-sas-3AB3F91B015C3E95,...,"norte de santander, cúcuta",nuestro grupo empresarial requiereingenieros industriales con especialidad en logística ycoordinacióncon experiencia...,hace 9 horas
68,...,...,auxiliar logístico de eventos,...,...,...,"santander, bucaramanga","auxiliar logístico de eventos - contratación inmediata. empresa: recocida empresa del sector de eventos, busca...",hace 9 horas
69,...,...,auxiliar de bodega o logístico,jobandtalent co s a s,https://co.computrabajo.com/jobandtalent,"4,1","cundinamarca, mosquera",en jobandtalent empleamos a más de 15.000 profesionales en toda colombia y ofrecemos oportunidades de empleo de forma...,hace 9 horas
70,se precisa urgente,empleo destacado,"practicas técnicas o teconólogicas en gestión logística, negocios internacionales o afines",cemex,https://co.computrabajo.com/cemex,"4,6","bogotá, d.c., bogotá, d.c.",multinacional mexicana del sector construcción está en búsqueda de aprendices en carreras logistica o afines para...,hace 9 horas
71,...,empleo destacado,auxiliar de bodega,suministramos recursos humanos temporales sumitemp s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-suministramos-recursos-humanos-temporales-sumitemp-sas-82FC704B48D85533,"4,3","antioquia, medellín",importante y reconocida empresa dedicada al almacenamiento de insumos de farma. estamos en búsqueda de los mejores...,hace 9 horas
72,...,...,coordinador logistico,pisos & enchapes ryl sas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-comercializadora-de-pisos-FA452817F95CEFC4,"4,2","santander, girón","importante empresa productora de pegante cerámicosolicita coordinador logístico para su equipo de trabajo, en girón...",hace 9 horas
73,...,...,líder de logística,telcos ingeniería s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-telcos-ingenieria-sa-35D9EA41E924D813,"4,0","santander, bucaramanga",líder de logística. importante empresa del sector de las telecomunicaciones está en búsqueda de líder de logística....,hace 9 horas
74,...,...,auxiliar de bodega o logístico,jobandtalent co s a s,https://co.computrabajo.com/jobandtalent,"4,1","antioquia, sabaneta",en jobandtalent empleamos a más de 15.000 profesionales en toda colombia y ofrecemos oportunidades de empleo de forma...,hace 9 horas
75,...,...,auxiliar administrativo logístico,jobandtalent co s a s,https://co.computrabajo.com/jobandtalent,"4,1","antioquia, sabaneta",en jobandtalent empleamos a más de 15.000 profesionales en toda colombia y ofrecemos oportunidades de empleo de forma...,hace 9 horas
76,se precisa urgente,empleo destacado,coordinador/a,soluciones inmediatas,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-soluciones-inmediatas--80278A6F3F0B3BB3,"4,2","antioquia, la estrella","establecer y diseñar las rutas de distribución para la entrega de mercancía a los destinatarios, con el fin de...",hace 9 horas
77,...,empleo destacado,auxiliar de operativo y o logístico,quick help,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-quick-help--D735E7BBBAD74495,"4,1","bogotá, d.c., bogotá, d.c.","la red de logística más grande de latam, se encuentra en búsqueda de auxiliar logistico con experiencia con 6 meses en...",hace 10 horas
78,...,...,auxiliar logístico bodega,contexto humano s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-contexto-humano-sas-E966F4FC7D3E976B,"4,0","antioquia, amagá",empresa dedicada a la comercialización de productos de consumo masivo requiere auxiliar logístico bodega para amagá ...,hace 10 horas
79,se precisa urgente,...,auxiliar logístico,...,...,...,"bogotá, d.c., bogotá, d.c.",importante empresa del sector industrial requiere auxiliar logístico para trabajar en cota cundinamarca apoyar las...,hace 10 horas
80,...,...,auxiliar de bodega,contexto humano s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-contexto-humano-sas-E966F4FC7D3E976B,"4,0","antioquia, medellín","empresa dedicada a la comercialización de productos alimenticos ubicadaen medellin, requiere auxiliar de bodega con...",hace 10 horas
81,...,...,auxiliar logistico,contexto humano s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-contexto-humano-sas-E966F4FC7D3E976B,"4,0","antioquia, amagá","empresa dedicada a la comercialización de productos de consumo masivo requiere auxiliar logístico- de ruta , contrato...",hace 10 horas
82,se precisa urgente,empleo destacado,coordinador de logística,telcos ingeniería s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-telcos-ingenieria-sa-35D9EA41E924D813,"4,0","santander, bucaramanga",nos encontramos en la búsqueda de coordinador de logística con experiencia en gestión y dirección logística de mínimo...,hace 10 horas
83,...,empleo destacado,analista de facturación,zona logística,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-zona-logistica-D39E047E4C4F34D8,"4,0","bogotá, d.c., bogotá, d.c.","importante compañía del sector logístico requiere analista de facturación que tenga mínimo 1 año de experiencia,...",hace 10 horas
84,...,...,operador logístico,electrojaponesa s.a.,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-electrojaponesa-sa-8231C90C50586B16,"4,2","valle del cauca, cali",reconocida empresa del sector comercial busca operador logístico para el centro de distribución ubicado en acopi...,hace 10 horas
85,...,...,auxiliar operativo con experiencia logística,alianza temporal s.a.s,https://co.computrabajo.com/alianzatemporal,"4,1","cundinamarca, siberia","nos encontramos en la búsqueda de personal para auxiliar logístico , deben ser bachilleres con disponibilidad...",hace 10 horas
86,...,...,gestor de pedidos,fuller pinto s a.,https://co.computrabajo.com/fullerpinto,"4,1","santander, bucaramanga","importante empresa de consumo masivo especializada en productos de aseo y de cuidado personal, requiere para su equipo...",hace 10 horas
88,...,...,auxiliar logístico cedi,mision empresarial s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-mision-empresarial-sa-BFC82CBE99C9A6C7,"4,1","antioquia, medellín","distinguida empresa del sector textilero requiere para su equipo de trabajo auxiliar logístico cedi, con dos años de...",hace 10 horas
89,...,...,auxiliar operativo ((((hombre ))))con experiencia logística,alianza temporal s.a.s,https://co.computrabajo.com/alianzatemporal,"4,1","cundinamarca, siberia","nos encontramos en la búsqueda de personal para auxiliar logístico , deben ser bachilleres con disponibilidad...",hace 10 horas
90,...,...,auxiliar logístico de ruta,multiempleos s.a.,https://co.computrabajo.com/multiempleos,"4,2","antioquia, medellín",importante empresa requiere para su equipo de trabajo auxiliar de entrega de ruta para cubrir temporada con 6 meses de...,hace 11 horas
91,...,...,supervisor / cordinador / especialista en servicio al cliente y logistica,manpower professional ltda,https://co.computrabajo.com/manpower,"4,4","bogotá, d.c., bogotá, d.c.","importante multinacional farmacéutica requiere para su equipo de trabajo administrador de empresas, de negocios,...",hace 11 horas
92,...,...,auxiliar administrativo de logistica,...,...,...,"valle del cauca, cali",importante empresa del sector de telecomunicaciones se técnicos o tecnólogos en carreras administrativas o de gestión...,hace 11 horas
93,...,...,auxiliar logístico orientador,gestión y servicios grupo corporativo,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-gestion-y-servicios-grupo-corporativo-6459F736700A75EA,"4,3","valle del cauca, cali","importante empresa del sector requiere para su equipo de trabajo técnico en ciencias económicas o afines, proactivo,...",hace 11 horas
94,...,...,houseman logística de eventos,asignar s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-asignar-sas-CAF61B6D87C264DF,"4,0","bogotá, d.c., bogotá, d.c.",prestigiosa cadena hotelera en la ciudad de bogotá se encuentra en la búsqueda de personal para desempeñar el cargo de...,hace 12 horas
95,...,...,auxiliar logístico,hq5 s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-hq5-sas-46A903EA03D428B3,"3,5","cundinamarca, funza","importante empresa de dispensación de medicamentosse encuentra en búsqueda de auxiliar logístico, con mínimo 6 meses...",hace 12 horas
96,...,empleo destacado,asistente inventarios con manejo en sap experiencia en empresas logísticas,proservis,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-proservis-1A71DB701224A077,"4,2","bogotá, d.c., bogotá, d.c.",importante empresa del sector logístico y de transporte requiere para su equipo de trabajo asistente documental con...,hace 12 horas
97,...,...,auxiliar logístico / norte del area metropolitana,suministramos recursos humanos temporales sumitemp s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-suministramos-recursos-humanos-temporales-sumitemp-sas-82FC704B48D85533,"4,3","antioquia, copacabana",importante empresa del sector farmacéutico requiere para su equipo auxiliares de cedi con o sin experiencia ...,hace 12 horas
98,...,empleo destacado,aprendiz técnico/tecnólogo en logística empresarial para practicas en bogotá,envia s.a.s,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-envia-mercancia-y-mensajeria-colvanes-sas-96A2767681ABFACB,"4,3","bogotá, d.c., bogotá, d.c.",importante empresa sector de transporte requiere para su equipo de trabajo estudiante próximo a realizar sus prácticas...,hace 12 horas
99,...,...,facturador logistico,activos s a s,https://co.computrabajo.com/activos,"4,2","valle del cauca, cali",importante empresa de logística ubicada en acopi yumbo requiere tecnologo en logistica o profesional en ingeniería...,hace 12 horas
100,...,...,asistente logístico/a,diesel andino s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-diesel-andino-sa-8D0F6EED15770D15,"4,3","antioquia, itagüí","técnico/tecnólogo en administración y/o logística, con experiencia mínima de dos años en procesos logísticos,...",hace 12 horas
101,...,...,operario logístico,nexarte servicios temporales s.a,https://co.computrabajo.com/empresas/ofertas-de-trabajo-de-nexarte-servicios-temporales-sa-584B486BED116B1E,"4,2","valle del cauca, yumbo",importante empresa multinacional de alimentos requiere operarios logísticos con experiencia mínima de 6 meses en...,hace 12 horas
